County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Brooks,11,3400,5895,3276,2727,5714,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,44230,14800,17649,11140,9749,32897,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,11669,6685,5766,15888,14869,3867,143,218,5600,518,,,,,,,,,,,,,
Burnet,7,38215,32853,19084,15881,41525,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,15100,28082,16816,12918,37400,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,7300,14219,8253,7176,17988,16817,3981,470,384,6161,53,,,,,,,,,,,,,
Callahan,44230,3500,6744,3847,3360,11949,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,377955,416732,238443,191677,339698,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
Camp,4/5N,1800,7004,3997,3237,10774,10031,2494,207,152,3927,0,,,,,,,,,,,,,
Carson,1,1800,2811,1545,1336,5073,4718,1250,60,0,1547,240,,,,,,,,,,,,,
Cass,4/5N,5100,12575,7402,6207,25670,24182,6856,1216,550,9010,1125,,,,,,,,,,,,,
Castro,1,3100,4078,2332,1891,6026,5607,1236,121,174,2168,341,,,,,,,,,,,,,
Chambers,6/5S,37400,23885,14522,9997,35653,33062,5259,958,244,12484,1539,,,,,,,,,,,,,
Cherokee,4/5N,18070,23421,13594,11366,44073,40876,9444,1500,738,16376,1511,,,,,,,,,,,,,
Childress,1,5000,4834,2821,2566,6419,6094,1165,251,136,2395,0,,,,,,,,,,,,,
Clay,44230,14645,6599,3567,3287,9145,8666,2484,136,60,3011,384,,,,,,,,,,,,,
Cochran,1,1400,1438,846,766,2361,2188,468,57,0,956,0,,,,,,,,,,,,,
Coke,44449,0,1902,1059,893,2889,2756,947,47,130,899,0,,,,,,,,,,,,,
Coleman,44230,3700,4194,2352,2046,7133,6721,2119,342,162,2379,289,,,,,,,,,,,,,
Collin,44230,763700,971728,544762,452577,865275,801716,116575,38139,7817,236374,34589,,,,,,,,,,,,,
Collingsworth,1,2200,1408,809,706,2432,2263,555,80,92,847,0,,,,,,,,,,,,,
Colorado,6/5S,12600,15091,8886,7695,18273,17107,4850,853,477,5957,613,,,,,,,,,,,,,
Comal,8,94530,123509,71900,58254,133278,125307,28528,5457,1845,38712,4242,,,,,,,,,,,,,
Comanche,44230,6890,8157,4623,4106,11640,10944,3330,330,292,3738,455,,,,,,,,,,,,,
Concho,44449,2000,1927,1133,881,2382,2288,689,76,66,815,0,,,,,,,,,,,,,
Cooke,44230,18500,21532,12454,10035,34774,32675,7804,948,552,11640,1051,,,,,,,,,,,,,
Coryell,7,38595,34050,20094,15396,64702,60428,8040,1178,610,22789,2014,,,,,,,,,,,,,
Cottle,44230,0,788,445,396,1181,1123,339,5,0,446,0,,,,,,,,,,,,,
Crane,44449,3550,2243,1384,884,3834,3554,594,71,110,1353,0,,,,,,,,,,,,,
Crockett,44449,0,2164,1183,1009,2885,2694,612,31,56,1031,0,,,,,,,,,,,,,
Crosby,1,4050,3687,1987,1762,4779,4421,1085,98,115,1771,284,,,,,,,,,,,,,
Culberson,44449,2000,1868,989,885,1824,1746,480,67,0,722,0,,,,,,,,,,,,,
Dallam,1,28810,4451,2545,1948,5706,5217,857,40,0,2067,0,,,,,,,,,,,,,
Dallas,44230,1962805,2023679,1171653,922299,2181224,2028105,292117,142713,21399,730851,83452,,,,,,,,,,,,,
Dawson,44449,4600,5465,3220,2612,10475,9789,1898,304,112,4206,475,,,,,,,,,,,,,
DeWitt,8,7100,11620,6702,5503,17091,16110,4035,319,438,6110,1055,,,,,,,,,,,,,
Deaf Smith,1,5000,9301,5422,4483,14756,13439,2423,238,147,5332,0,,,,,,,,,,,,,
Delta,4/5N,1700,2454,1355,1190,4476,4222,1118,379,100,1580,0,,,,,,,,,,,,,
Denton,44230,567070,762828,425974,358841,750269,697330,93499,23806,5913,257836,22330,,,,,,,,,,,,,
Dickens,1,0,1013,569,513,1943,1858,525,21,0,689,0,,,,,,,,,,,,,
Dimmit,8,23265,8613,4843,3815,8187,7539,1749,238,175,3179,48,,,,,,,,,,,,,
Donley,1,1400,1854,1035,873,2837,2716,804,27,65,918,0,,,,,,,,,,,,,
Duval,11,3800,9192,5316,4295,9183,8600,2031,69,150,3541,482,,,,,,,,,,,,,
Eastland,44230,7340,8667,5127,4219,15879,14970,4054,860,389,5393,591,,,,,,,,,,,,,
Ector,44449,117100,88936,49759,41631,131546,120896,15970,5303,1016,50679,428,,,,,,,,,,,,,
Edwards,8,0,1058,588,492,1648,1555,561,24,0,528,0,,,,,,,,,,,,,
El Paso,44449,713000,841610,481858,383523,688420,640180,105175,35065,8383,245567,27330,,,,,,,,,,,,,
Ellis,44230,130520,121725,70006,56215,153077,141665,24288,3985,1994,54463,6578,,,,,,,,,,,,,
Erath,44230,24600,20454,11567,9747,37010,34875,6256,1250,481,12564,1079,,,,,,,,,,,,,
Falls,7,30755,9651,5638,4274,14863,14049,3226,328,187,5671,486,,,,,,,,,,,,,
Fannin,44230,37695,17946,10417,8865,30562,28874,6588,962,614,10987,1108,,,,,,,,,,,,,
Fayette,7,8700,16866,10013,8145,22151,20879,6679,998,647,6844,671,,,,,,,,,,,,,
Fisher,44230,2200,1879,1061,949,3277,3088,961,101,28,1061,0,,,,,,,,,,,,,
Floyd,1,2300,3480,1930,1703,4667,4371,1070,132,68,1723,0,,,,,,,,,,,,,
Foard,44230,1700,719,412,337,1003,962,315,7,80,332,0,,,,,,,,,,,,,
Fort Bend,6/5S,528850,790217,449492,365706,665167,616413,93851,24721,4977,175581,19047,,,,,,,,,,,,,
Franklin,4/5N,3200,5140,3003,2487,9186,8554,2367,169,163,2871,0,,,,,,,,,,,,,
Freestone,7,4400,9024,5480,4160,16823,15808,3996,553,261,6319,689,,,,,,,,,,,,,
Frio,8,13450,11213,6771,5238,17090,16121,2499,186,166,6797,28,,,,,,,,,,,,,
Gaines,44449,5100,5693,3278,2877,16201,14548,1907,323,95,6156,717,,,,,,,,,,,,,
Galveston,6/5S,310560,281567,154360,133847,287908,269280,50987,11784,2830,96486,10219,,,,,,,,,,,,,
Garza,1,4200,3955,2725,2206,5587,5325,719,33,75,2197,0,,,,,,,,,,,,,
Gillespie,8,31400,21437,11891,10261,23486,22307,8110,1175,706,6815,681,,,,,,,,,,,,,
Glasscock,44449,0,877,487,417,1170,1099,210,23,0,426,0,,,,,,,,,,,,,
Goliad,8,2400,4407,2451,2180,6651,6281,1832,39,135,2282,0,,,,,,,,,,,,,
Gonzales,8,11700,12505,7272,6479,17120,15937,3572,550,256,6356,693,,,,,,,,,,,,,
Gray,1,5500,10935,6302,5275,18191,16924,3531,689,315,6978,42,,,,,,,,,,,,,
Grayson,44230,67740,74661,44076,37433,114863,107521,24182,9338,2131,40586,4254,,,,,,,,,,,,,
Gregg,4/5N,124925,72272,40404,33997,102834,95544,19451,7025,2324,37362,3988,,,,,,,,,,,,,
Grimes,7,4700,19215,11344,8950,24734,23245,5134,234,311,9653,771,,,,,,,,,,,,,
Guadalupe,8,91395,111805,66383,54499,139873,130517,23614,3801,1225,49282,3850,,,,,,,,,,,,,
Hale,1,14000,16601,9668,8202,27448,25476,4604,873,399,10561,1177,,,,,,,,,,,,,
Hall,1,0,1853,1059,919,2552,2406,711,27,72,978,0,,,,,,,,,,,,,
Hamilton,7,6100,5409,3181,2728,7223,6832,2146,481,296,2427,10,,,,,,,,,,,,,
Hansford,1,3400,3024,1781,1630,4355,3987,812,139,84,1616,295,,,,,,,,,,,,,
Hardeman,44230,3800,2430,1384,1255,3383,3190,912,102,16,1146,0,,,,,,,,,,,,,
Hardin,6/5S,11800,27215,15371,12699,48425,45112,9762,1003,527,16190,1814,,,,,,,,,,,,,
Harris,6/5S,3395220,3678096,2137473,1696259,3873534,3601939,514167,225769,27623,1408024,148273,,,,,,,,,,,,,
Harrison,4/5N,16870,30744,18005,15104,55838,51900,11607,3063,608,20509,2169,,,,,,,,,,,,,
Hartley,1,1475,3668,2165,1524,4854,4561,861,196,94,1669,253,,,,,,,,,,,,,
Haskell,44230,3200,3332,1917,1562,5059,4831,1266,123,68,1872,187,,,,,,,,,,,,,
Hays,7,170240,192115,111798,89494,195999,183380,26187,5488,1907,61462,6431,,,,,,,,,,,,,
Hemphill,1,3100,2223,1303,1209,3122,2827,606,104,98,1066,0,,,,,,,,,,,,,
Henderson,4/5N,23170,42917,24641,20587,71288,67238,18534,2043,998,26544,1787,,,,,,,,,,,,,
Hidalgo,11,641140,810192,464050,373959,681678,620824,98328,54962,17074,286328,36161,,,,,,,,,,,,,
Hill,7,10400,19480,11475,9743,31136,29198,7684,862,523,11381,1209,,,,,,,,,,,,,
Hockley,1,5500,12850,7303,6346,19075,17799,3453,483,263,6829,887,,,,,,,,,,,,,
Hood,44230,31570,43988,23898,21388,53157,50193,15416,1720,867,16867,147,,,,,,,,,,,,,
Hopkins,4/5N,14810,18552,10432,8936,31222,29175,6887,1192,620,11166,1299,,,,,,,,,,,,,
Houston,4/5N,6800,11748,7295,5288,19962,18929,5176,634,538,7399,631,,,,,,,,,,,,,
Howard,44449,7900,14662,8906,6768,31311,29544,4813,1456,454,12143,858,,,,,,,,,,,,,
Hudspeth,44449,2000,4371,2589,2205,4139,3979,775,33,0,1778,145,,,,,,,,,,,,,
Hunt,44230,39410,50470,28887,24081,82800,77878,15810,4112,947,31096,2723,,,,,,,,,,,,,
Hutchinson,1,4900,10038,5647,4649,17397,16258,3581,504,246,6098,741,,,,,,,,,,,,,
Irion,44449,0,894,495,419,1292,1234,328,15,0,429,0,,,,,,,,,,,,,
Jack,44230,3900,4307,2593,1972,7655,7230,1515,198,149,2732,284,,,,,,,,,,,,,
Jackson,8,11060,8919,4950,4311,12264,11425,2720,380,237,4205,674,,,,,,,,,,,,,
Jasper,4/5N,15270,16692,9294,8147,29963,28056,7187,1597,374,11687,1173,,,,,,,,,,,,,
Jeff Davis,44449,1400,2019,1125,959,2246,2180,812,28,0,685,0,,,,,,,,,,,,,
Jefferson,6/5S,241300,151733,85694,68187,209484,197382,37595,13127,2431,90120,6898,,,,,,,,,,,,,
Jim Hogg,11,1400,4566,2590,2010,4107,3791,890,14,60,1572,0,,,,,,,,,,,,,
Jim Wells,11,35525,30394,17087,14134,32896,30579,6358,3897,985,12474,1370,,,,,,,,,,,,,
Johnson,44230,105100,102461,57235,48302,145438,135345,25151,3559,1471,53224,5814,,,,,,,,,,,,,
Jones,44230,3300,10178,5946,5243,17778,17011,3188,337,254,6981,525,,,,,,,,,,,,,
Karnes,8,14520,10347,6138,5051,13389,12669,2211,370,244,5177,505,,,,,,,,,,,,,
Kaufman,44230,65950,86350,50016,39829,110544,102341,16113,2857,1189,40613,4498,,,,,,,,,,,,,
Kendall,8,19400,39528,22630,18837,40495,37890,9152,1091,801,12702,160,,,,,,,,,,,,,
Kenedy,11,0,337,184,158,333,321,68,1,0,139,0,,,,,,,,,,,,,
Kent,44230,0,412,234,206,646,615,201,13,60,198,0,,,,,,,,,,,,,
Kerr,8,20100,33675,19134,16072,46093,43793,14769,2805,1022,13990,1087,,,,,,,,,,,,,
Kimble,44449,2900,2707,1562,1277,3832,3651,1288,90,0,1243,0,,,,,,,,,,,,,
King,1,0,65,39,32,215,205,51,7,0,69,0,,,,,,,,,,,,,
Kinney,8,2400,2150,1255,939,3211,3050,910,11,0,1171,0,,,,,,,,,,,,,
Kleberg,11,59725,27359,15107,12714,25919,24188,4046,1401,341,9265,870,,,,,,,,,,,,,
Knox,44230,2300,2082,1147,1053,3024,2808,736,95,127,976,182,,,,,,,,,,,,,
La Salle,8,24535,6023,3422,2875,6477,6212,1018,22,60,2410,0,,,,,,,,,,,,,
Lamar,4/5N,28200,25841,14349,12609,41942,39402,9726,3115,745,14986,1612,,,,,,,,,,,,,
Lamb,1,2400,7473,4238,3674,10452,9740,2240,454,226,3968,536,,,,,,,,,,,,,
Lampasas,7,5000,11693,6884,5681,18448,17366,4322,348,284,6457,0,,,,,,,,,,,,,
Lavaca,8,8700,11962,6990,6088,17169,16004,4775,820,612,5435,476,,,,,,,,,,,,,
Lee,7,5900,10548,6028,5038,14935,13993,3219,334,226,5333,494,,,,,,,,,,,,,
Leon,7,3800,8785,5273,4410,14753,13946,4334,155,74,4662,603,,,,,,,,,,,,,
Liberty,6/5S,42565,41666,24760,18873,71663,66868,11399,1398,614,28567,2987,,,,,,,,,,,,,
Limestone,7,8100,11031,6539,5328,20032,18871,4670,2332,1060,7512,702,,,,,,,,,,,,,
Lipscomb,1,1300,1472,805,736,2698,2520,617,24,61,919,190,,,,,,,,,,,,,
Live Oak,11,3400,5621,3133,2634,10565,10055,2533,35,100,3769,300,,,,,,,,,,,,,
Llano,7,6800,16703,9491,8241,19603,18908,8119,277,358,5362,15,,,,,,,,,,,,,
Loving,44449,0,58,33,25,130,129,23,0,0,50,0,,,,,,,,,,,,,
Lubbock,1,239890,206953,115475,98646,261427,244992,39476,20974,4093,83028,9242,,,,,,,,,,,,,
Lynn,1,1800,3347,1853,1603,4851,4496,974,191,40,1838,328,,,,,,,,,,,,,
Madison,7,4100,7627,4511,3653,12264,11595,2264,299,258,4451,17,,,,,,,,,,,,,
Marion,4/5N,1300,5138,2961,2546,8663,8277,2697,351,158,3058,0,,,,,,,,,,,,,
Martin,44449,2400,2486,1465,1132,4473,4136,659,165,0,1624,0,,,,,,,,,,,,,
Mason,44449,2000,3078,1672,1502,3712,3521,1250,104,0,1147,0,,,,,,,,,,,,,
Matagorda,6/5S,16950,22961,13261,10579,30169,28247,6391,1113,369,11409,1164,,,,,,,,,,,,,
Maverick,8,46700,51128,32767,21165,46417,42606,7003,2970,1198,18727,152,,,,,,,,,,,,,
McCulloch,44449,4400,3913,2256,1843,6865,6435,1792,212,122,2275,260,,,,,,,,,,,,,
McLennan,7,153530,160183,92876,76844,215130,200781,37728,11153,3621,71906,8718,,,,,,,,,,,,,
McMullen,11,1200,452,257,231,640,616,189,10,0,202,0,,,,,,,,,,,,,
Medina,8,18100,35269,20482,17202,44092,41263,8757,899,536,16090,1720,,,,,,,,,,,,,
Menard,44449,1400,1518,855,796,1888,1790,699,9,40,550,0,,,,,,,,,,,,,
Midland,44449,135835,100939,55933,47143,141259,131025,18438,5950,1288,49538,4151,,,,,,,,,,,,,
Milam,7,11200,14587,8107,6959,21093,19689,5245,532,297,7641,827,,,,,,,,,,,,,
Mills,7,2600,2939,1654,1399,4242,4006,1416,149,152,1305,265,,,,,,,,,,,,,
Mitchell,44230,4000,4139,2284,1978,7286,6958,1259,265,96,2753,254,,,,,,,,,,,,,
Montague,44230,4950,9692,5539,4723,16816,15872,4444,560,383,5668,702,,,,,,,,,,,,,
Montgomery,6/5S,404890,428488,249996,194313,503062,467232,81457,20255,3836,157396,17330,,,,,,,,,,,,,
Moore,1,7240,13573,7730,6096,16411,14986,2372,448,176,6143,27,,,,,,,,,,,,,
Morris,4/5N,2100,6439,3782,3155,10449,9830,2730,77,179,3692,0,,,,,,,,,,,,,
Motley,1,0,570,361,220,1051,994,368,22,50,319,0,,,,,,,,,,,,,
Nacogdoches,4/5N,33100,36230,21976,18068,54401,51773,9953,2530,755,19948,1728,,,,,,,,,,,,,
Navarro,44230,33100,30533,17112,14203,41283,38360,8651,1720,869,15775,1772,,,,,,,,,,,,,
Newton,4/5N,2900,4515,2483,2164,11888,11298,2878,55,113,4648,354,,,,,,,,,,,,,
Nolan,44230,9000,7834,4767,4294,12204,11321,2737,519,251,4249,719,,,,,,,,,,,,,
Nueces,11,289725,273165,154156,127614,303484,284366,54069,25582,4100,113767,9771,,,,,,,,,,,,,
Ochiltree,1,4700,5484,3009,2696,7814,7106,1148,200,114,2812,0,,,,,,,,,,,,,
Oldham,1,1600,1000,554,479,1894,1728,316,18,0,654,227,,,,,,,,,,,,,
Orange,6/5S,5300,36385,20972,16867,69350,65087,13729,1456,548,26244,2692,,,,,,,,,,,,,
Palo Pinto,44230,6500,14603,8241,7072,24719,23207,5893,864,283,8796,816,,,,,,,,,,,,,
Panola,4/5N,3900,8573,5200,4229,19777,18462,4589,473,377,7117,661,,,,,,,,,,,,,
Parker,44230,73730,86079,47863,41614,119419,111686,22331,2890,1301,40567,3773,,,,,,,,,,,,,
Parmer,1,2600,5341,2982,2646,7816,7222,1366,161,174,2910,525,,,,,,,,,,,,,
Pecos,44449,6700,11475,6938,5254,13080,12317,2141,400,120,5047,517,,,,,,,,,,,,,
Polk,4/5N,10200,28172,16002,13518,44390,42276,9733,1184,574,17118,1025,,,,,,,,,,,,,
Potter,1,194195,66366,38078,29939,95273,88673,15203,10224,1770,35559,518,,,,,,,,,,,,,
Presidio,44449,5300,9010,5055,4160,5392,5069,1601,27,0,2039,0,,,,,,,,,,,,,
Rains,4/5N,2000,5894,3306,2827,10798,10277,3123,163,68,3649,0,,,,,,,,,,,,,
Randall,1,16170,84688,47531,40010,116059,108431,21424,2812,869,34803,519,,,,,,,,,,,,,
Reagan,44449,1400,1837,1081,969,3078,2841,427,52,42,1173,0,,,,,,,,,,,,,
Real,8,2000,2463,1324,1198,3070,2943,1053,25,86,1051,0,,,,,,,,,,,,,
Red River,4/5N,3500,6024,3451,3103,10450,9965,3044,420,252,3717,477,,,,,,,,,,,,,
Reeves,44449,31075,9729,5240,4596,13495,12781,1878,281,89,5277,0,,,,,,,,,,,,,
Refugio,11,2900,5151,2816,2454,5921,5583,1617,228,154,2031,313,,,,,,,,,,,,,
Roberts,1,0,351,191,176,730,672,193,16,0,227,0,,,,,,,,,,,,,
Robertson,7,4200,9643,5720,4791,14349,13474,3412,252,252,4991,690,,,,,,,,,,,,,
Rockwall,44230,59095,81431,47060,37591,86906,80325,13395,3750,1347,27575,3321,,,,,,,,,,,,,
Runnels,44230,7600,6029,3351,3026,8726,8184,2153,405,312,2979,430,,,,,,,,,,,,,
Rusk,4/5N,11670,25025,14558,12253,46536,43777,9197,1501,759,17428,1859,,,,,,,,,,,,,
Sabine,4/5N,3900,5634,3105,2821,9359,8871,3267,572,186,3077,0,,,,,,,,,,,,,
San Augustine,4/5N,3700,4905,2733,2333,7135,6811,2227,415,337,2590,0,,,,,,,,,,,,,
San Jacinto,4/5N,4500,12276,7168,6065,24882,23444,6488,132,190,9275,40,,,,,,,,,,,,,
San Patricio,11,20170,46194,26588,21751,54942,51116,10209,975,347,19063,2379,,,,,,,,,,,,,
San Saba,7,2100,2836,1649,1286,5279,5000,1465,33,72,1828,197,,,,,,,,,,,,,
Schleicher,44449,1800,1715,931,841,2399,2218,559,65,34,793,0,,,,,,,,,,,,,
Scurry,44230,7395,9416,5561,4657,14012,13000,2566,399,128,5165,0,,,,,,,,,,,,,
Shackelford,44230,1700,1757,966,835,2804,2612,691,52,0,937,119,,,,,,,,,,,,,
Shelby,4/5N,10050,9883,5849,4807,20862,19449,4532,540,369,7876,948,,,,,,,,,,,,,
Sherman,1,1800,1502,888,690,2478,2294,462,24,42,868,0,,,,,,,,,,,,,
Smith,4/5N,209370,142168,78488,66922,194878,182283,39337,19690,3030,62467,7172,,,,,,,,,,,,,
Somervell,44230,5100,5353,3022,2696,7823,7386,1770,457,220,2741,479,,,,,,,,,,,,,
Starr,11,43780,64730,38310,32179,49864,45765,7370,4479,1999,21117,3311,,,,,,,,,,,,,
Stephens,44230,3400,4296,2526,2225,8039,7542,1890,168,92,2928,22,,,,,,,,,,,,,
Sterling,44449,700,652,369,289,1042,975,186,10,44,375,0,,,,,,,,,,,,,
Stonewall,44230,1700,814,458,414,1164,1095,361,63,53,369,0,,,,,,,,,,,,,
Sutton,44449,2400,2441,1313,1161,3139,2992,723,91,0,1051,0,,,,,,,,,,,,,
Swisher,1,2600,3542,2197,1850,6211,5764,1305,114,61,2381,323,,,,,,,,,,,,,
Tarrant,44230,1449310,1561922,878140,727412,1738948,1617160,244511,86106,18386,590239,56668,,,,,,,,,,,,,
Taylor,44230,94735,83341,46243,39702,115070,107257,20131,11065,2465,36680,4185,,,,,,,,,,,,,
Terrell,44449,0,638,357,297,678,639,255,10,0,207,0,,,,,,,,,,,,,
Terry,1,8590,6984,3987,3482,10047,9307,1858,345,178,3985,416,,,,,,,,,,,,,
Throckmorton,44230,2100,1013,541,489,1314,1247,445,64,0,399,0,,,,,,,,,,,,,
Titus,4/5N,25200,16425,9514,7457,26439,24323,4845,1811,633,9797,1297,,,,,,,,,,,,,
Tom Green,44449,95140,75427,41020,36122,99574,93752,18625,6702,1601,33131,3815,,,,,,,,,,,,,
Travis,7,2165090,1251676,717625,582603,1092827,1032386,129553,51820,8264,311477,32884,,,,,,,,,,,,,
Trinity,4/5N,5050,8310,4776,4007,12733,12104,3956,347,241,4400,427,,,,,,,,,,,,,
Tyler,4/5N,9300,10324,5802,4876,18949,17963,4895,476,238,6926,722,,,,,,,,,,,,,
Upshur,4/5N,5300,17468,9894,8507,35243,33011,7825,714,567,12366,1404,,,,,,,,,,,,,
Upton,44449,3200,2228,1216,1021,2953,2730,537,170,30,1105,0,,,,,,,,,,,,,
Uvalde,8,31145,18687,10436,8907,21980,20379,4508,1498,515,8253,985,,,,,,,,,,,,,
Val Verde,8,43030,37338,23222,16451,39580,36546,7003,2610,490,14417,104,,,,,,,,,,,,,
Van Zandt,4/5N,13100,26713,15304,13054,48037,45216,11495,1280,711,16861,1783,,,,,,,,,,,,,
Victoria,8,60590,58849,32465,27846,76348,71388,15242,5624,1030,27119,241,,,,,,,,,,,,,
Walker,6/5S,36770,43893,27011,19589,66420,63471,10049,1526,400,24628,1438,,,,,,,,,,,,,
Waller,6/5S,15640,29268,17028,13564,46544,43350,6546,1182,466,16819,1813,,,,,,,,,,,,,
Ward,44449,4940,6734,3780,3259,9651,8921,1629,137,92,3551,0,,,,,,,,,,,,,
Washington,7,63100,25904,14413,12186,30940,29086,7889,2581,1018,10662,72,,,,,,,,,,,,,
Webb,11,206550,284792,166354,131775,215919,196916,26921,12073,1646,88397,11668,,,,,,,,,,,,,
Wharton,6/5S,18490,26494,15533,12610,34591,32110,7239,1438,615,12933,1328,,,,,,,,,,,,,
Wheeler,1,3000,2541,1473,1274,4211,3915,1002,200,114,1459,243,,,,,,,,,,,,,
Wichita,44230,76520,78630,44699,39271,111604,105631,19854,8664,2030,42031,3508,,,,,,,,,,,,,
Wilbarger,44230,10600,8462,4853,4464,10971,10361,2421,457,304,4240,27,,,,,,,,,,,,,
Willacy,11,8300,17368,9964,7705,18065,16897,3057,325,557,7612,775,,,,,,,,,,,,,
Williamson,7,449190,539853,311215,250453,493204,458433,73202,14404,4639,146388,19090,,,,,,,,,,,,,
Wilson,8,23300,32849,19140,15876,43258,40488,8411,1224,615,13986,1510,,,,,,,,,,,,,
Winkler,44449,2000,4006,2286,1968,6466,5954,964,102,0,2445,0,,,,,,,,,,,,,
Wise,44230,29680,35743,20200,17580,58448,54722,10598,3589,552,22459,1533,,,,,,,,,,,,,
Wood,4/5N,6700,26477,15156,13202,39990,38005,12527,1046,880,13019,1130,,,,,,,,,,,,,
Yoakum,1,3400,4610,2747,2348,6743,6135,1033,225,60,2367,0,,,,,,,,,,,,,
Young,44230,8500,9492,5434,4862,15127,14219,3774,862,431,5296,626,,,,,,,,,,,,,
Zapata,11,8400,11857,6922,5757,10966,9981,1866,195,202,4642,0,,,,,,,,,,,,,
Zavala,8,2200,8374,4642,3820,9644,8840,1723,25,60,4035,458,,,,,,,,,,,,,
Other, ,,272482,178054,111925,,,,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
